,Date,Startup,Vertical,SubVertical,City,Investor,Type,Amount in cr,month,year
233,2018-09-11,autogrid,technology,AI-Based Energy Optimisation and Control Provider,bengaluru, \\xc3\\x98rstead,Private Equity,272.0,9,2018
234,2018-09-11,autogrid,technology,AI-Based Energy Optimisation and Control Provider,bengaluru, and Tenaska,Private Equity,272.0,9,2018
235,2018-09-11,pharmeasy,consumer_internet,Online Marketplace For Pharmaceutical Products,mumbai,InnoVen Capital,Debt Funding,46.75,9,2018
236,2018-09-11,upwards,fin_tech,Online Micro Lending Marketplace,mumbai,Shunwei Capital,Private Equity,42.5,9,2018
237,2018-09-11,upwards,fin_tech,Online Micro Lending Marketplace,mumbai,Quotient,Private Equity,42.5,9,2018
238,2018-09-11,upwards,fin_tech,Online Micro Lending Marketplace,mumbai, Mayfield & Others,Private Equity,42.5,9,2018
239,2018-09-12,kissht,fin_tech,Online lending Platform,mumbai,Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund,Private Equity,255.0,9,2018
240,2018-09-12,kissht,fin_tech,Online lending Platform,mumbai, Fosun RZ Capital,Private Equity,255.0,9,2018
241,2018-09-12,kissht,fin_tech,Online lending Platform,mumbai, Ventureast,Private Equity,255.0,9,2018
242,2018-09-12,kissht,fin_tech,Online lending Platform,mumbai, and Endiya Partners.\\n\\n,Private Equity,255.0,9,2018
243,2018-08-01,dishq,food_tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,bengaluru,Farm To Fork,Seed/ Angel Funding,3.4,8,2018
244,2018-08-01,dishq,food_tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,bengaluru, Arts Alliance,Seed/ Angel Funding,3.4,8,2018
245,2018-08-01,dishq,food_tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,bengaluru, The Syndicate Fund,Seed/ Angel Funding,3.4,8,2018
246,2018-08-01,dishq,food_tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,bengaluru, Sven Hensen,Seed/ Angel Funding,3.4,8,2018
247,2018-08-01,dishq,food_tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,bengaluru, Zeroth and Artesian Venture Partners,Seed/ Angel Funding,3.4,8,2018
248,2018-08-01,healthfin,finance,Patient Financing Platform,pune,Axilor,Seed/ Angel Funding,0.0,8,2018
249,2018-08-01,healthfin,finance,Patient Financing Platform,pune, Sprout Venture Partners and others,Seed/ Angel Funding,0.0,8,2018
250,2018-08-02,samosa_labs,consumer_internet,Social Media and Chat Entertainment Platform,hyderabad,Xiaomi and Sequoia Capital India,Private Equity,59.5,8,2018
251,2018-08-03,ziffyhomes,consumer_internet,Online Home Rental Marketplace,gurugram,Y Combinator,Private Equity,1.02,8,2018
252,2018-08-07,my_omnamo,consumer_internet,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,mumbai,Undisclosed,Seed/ Angel Funding,8.5,8,2018
253,2018-08-07,shopx,consumer_internet,Assisted E-commerce Platform,bengaluru,Fung Strategic Holdings,Private Equity,297.5,8,2018
254,2018-08-07,makemytrip,consumer_internet,Online Travel Aggregator,gurugram,MakeMyTrip Limited,Private Equity,85.0,8,2018
255,2018-08-08,hansel_io,consumer_internet,Real-time Mobile App Management,bengaluru,Vertex Ventures,Seed/ Angel Funding,34.0,8,2018
256,2018-08-08,metro_bikes,consumer_internet,Online Bike Rental Marketplace,bengaluru,Sequoia Capital India Advisors,Private Equity,103.7,8,2018
257,2018-08-08,metro_bikes,consumer_internet,Online Bike Rental Marketplace,bengaluru, Accel Partners and G Raghunandan,Private Equity,103.7,8,2018
258,2018-08-08,phone_pe,consumer_internet,UPI Payments App,bengaluru,Flipkart,Private Equity,561.0,8,2018
259,2018-08-09,quizizz,ed_tech,e-learning Platform,bengaluru,Nexus Venture Partners,Seed/ Angel Funding,25.5,8,2018
260,2018-08-09,quizizz,ed_tech,e-learning Platform,bengaluru, Prime Venture Partners and Others,Seed/ Angel Funding,25.5,8,2018
261,2018-08-09,happy_emi,fin_tech,Consumer Financing Platform,bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,8.5,8,2018
262,2018-08-13,inthree,consumer_internet,Rural E-commerce Platform,chennai,Ventureast,Seed/ Angel Funding,34.0,8,2018
263,2018-08-13,inthree,consumer_internet,Rural E-commerce Platform,chennai, Orios Venture Partners and the IAN Fund,Seed/ Angel Funding,34.0,8,2018
264,2018-08-13,observe_ai,technology,AI Based Solutions Platform,bengaluru,Nexus Venture Partners,Private Equity,68.0,8,2018
265,2018-08-13,observe_ai,technology,AI Based Solutions Platform,bengaluru, MGV,Private Equity,68.0,8,2018
266,2018-08-13,observe_ai,technology,AI Based Solutions Platform,bengaluru, Liquid 2 Ventures,Private Equity,68.0,8,2018
267,2018-08-13,observe_ai,technology,AI Based Solutions Platform,bengaluru, Hack VC,Private Equity,68.0,8,2018
268,2018-08-13,observe_ai,technology,AI Based Solutions Platform,bengaluru, Emergent Ventures and Y Combinator,Private Equity,68.0,8,2018
269,2018-08-16,enakshi,consumer_internet,AI Based Solutions Platform,ahemadabad,Undisclosed,Seed/ Angel Funding,0.9758935,8,2018
270,2018-08-17,eazydiner,consumer_internet,Online Restaurant Table Reservation Platform,gurugram,Denlow Investment Trust and Beenext,Private Equity,49.725,8,2018
271,2018-08-20,finzy,finance,Online Loan Matchmaking Platform,bengaluru,Undisclosed,Seed / Angel Funding,8.5,8,2018
272,2018-08-20,rawpressery,consumer_internet,Online Organic Juice Delivery Service,mumbai,Alteria Capital,Debt Funding,40.8,8,2018
273,2018-08-22,pi_ventures,technology,Applied Artificial Intelligence and IoT focused\\xc2\\xa0Platform,bengaluru,CDC Group plc\\xc2\\xa0,Private Equity,51.0,8,2018
274,2018-08-22,revv,consumer_internet,Online Indian Car Rental Platform,gurugram,Hyundai,Private Equity,121.295,8,2018
275,2018-08-22,revv,consumer_internet,Online Indian Car Rental Platform,gurugram, Edelweiss and Beenext,Private Equity,121.295,8,2018
276,2018-08-22,revv,consumer_internet,Online Indian Car Rental Platform,gurugram, Dream Incubator,Private Equity,121.295,8,2018
277,2018-08-22,revv,consumer_internet,Online Indian Car Rental Platform,gurugram, Sunjay Kapoor and Telama Investment,Private Equity,121.295,8,2018
278,2018-08-26,zestmoney,consumer_internet,Online Lending Platform,bengaluru,Xiaomi,Private Equity,113.9,8,2018
279,2018-08-26,zestmoney,consumer_internet,Online Lending Platform,bengaluru,PayU,Private Equity,113.9,8,2018
280,2018-08-26,zestmoney,consumer_internet,Online Lending Platform,bengaluru, Ribbit Capital and Omidyar Network,Private Equity,113.9,8,2018
281,2018-08-26,shubh_loans,fin_tech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,bengaluru,Saama Capital,Private Equity,35.7,8,2018
282,2018-08-26,shubh_loans,fin_tech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,bengaluru, SRI Capital,Private Equity,35.7,8,2018
283,2018-08-26,shubh_loans,fin_tech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,bengaluru, Beenext,Private Equity,35.7,8,2018
284,2018-08-26,shubh_loans,fin_tech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,bengaluru, and Pravega Ventures,Private Equity,35.7,8,2018
285,2018-08-27,myupchar,healthcare,Local Language Health Content App,delhi,Nexus Venture Partners,Private Equity,42.5,8,2018
286,2018-08-27,myupchar,healthcare,Local Language Health Content App,delhi, Omidyar Network and Shunwei Capital,Private Equity,42.5,8,2018
287,2018-08-28,narvar,it,Post-Purchase Customer Engagement Platform\\xc2\\xa0,bengaluru,Accel (formerly known as Accel Partners),Private Equity,25.5,8,2018
288,2018-08-30,true_north,finance,Private Equity Firm,mumbai,Undisclosed,Private Equity,5100.0,8,2018
289,2018-07-01,leena_ai,technology,HR Virtual Agent For Employees,gurugram,Y Combinator,Seed/ Angel Funding,0.0,7,2018
290,2018-07-02,biryani_by_kilo,consumer_internet,Online Food Delivery,gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,8.5,7,2018
291,2018-07-04,anchanto,it,E-commerce Fulfilment Platform,pune,MDI Ventures & Telkom Indonesia,Private Equity,34.0,7,2018
292,2018-07-06,policybazaar,consumer_internet,Online Insurance Selling Platform,gurugram,Info Edge (India) Ltd and Temasek,Private Equity,235.45,7,2018
293,2018-07-09,zippserv,consumer_internet,Online Platform For Risk-Assessment Services For Real Estate Investments,bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,3.74,7,2018
294,2018-07-09,groww,consumer_internet,Online Platform That Sells Direct Plans Of Mutual Funds,bengaluru,Insignia Ventures Partners,Seed/ Angel Funding,9.35,7,2018
295,2018-07-09,groww,consumer_internet,Online Platform That Sells Direct Plans Of Mutual Funds,bengaluru, Lightbridge Partners & Kairos,Seed/ Angel Funding,9.35,7,2018
296,2018-07-10,avenue_growth,consumer_internet,Online Platform That Connects Brands With Freelance Sales Professionals,gurugram,Avtar Monga,Seed/ Angel Funding,3.7145,7,2018
297,2018-07-10,avenue_growth,consumer_internet,Online Platform That Connects Brands With Freelance Sales Professionals,gurugram, chief operating office at IDFC Bank,Seed/ Angel Funding,3.7145,7,2018
298,2018-07-10,avenue_growth,consumer_internet,Online Platform That Connects Brands With Freelance Sales Professionals,gurugram, Aditya Malik & Others,Seed/ Angel Funding,3.7145,7,2018
299,2018-07-10,inicu,healthcare,Med-tech Platform Providing Care For Newborns,delhi,Venture Catalysts,Seed/ Angel Funding,0.0,7,2018
300,2018-07-10,kinara_capital,finance,Lending Platform For Micro and Small Enterprises,bengaluru,ResponsAbility,Private Equity,42.5,7,2018
301,2018-07-10,shop_101,consumer_internet,Mobile Storefront And Commerce Platform For Sellers,mumbai,Stellaris Venture Partners,Private Equity,42.5,7,2018
302,2018-07-10,shop_101,consumer_internet,Mobile Storefront And Commerce Platform For Sellers,mumbai, Vy Capital,Private Equity,42.5,7,2018
303,2018-07-10,shop_101,consumer_internet,Mobile Storefront And Commerce Platform For Sellers,mumbai, Raghunandan G,Private Equity,42.5,7,2018
304,2018-07-10,shop_101,consumer_internet,Mobile Storefront And Commerce Platform For Sellers,mumbai, and Ramakant Sharma,Private Equity,42.5,7,2018
305,2018-07-11,sambandh,consumer_internet,Online Micro Lending Platform,rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,21.25,7,2018
306,2018-07-12,19th_mile,it,Artificial intelligence-based sales acceleration software platform,gurugram,Rishi Vasudev,Seed/ Angel Funding,1.53,7,2018
307,2018-07-12,19th_mile,it,Artificial intelligence-based sales acceleration software platform,gurugram, Excelsior Investments,Seed/ Angel Funding,1.53,7,2018
308,2018-07-12,19th_mile,it,Artificial intelligence-based sales acceleration software platform,gurugram, Ritesh Vohra,Seed/ Angel Funding,1.53,7,2018
309,2018-07-12,19th_mile,it,Artificial intelligence-based sales acceleration software platform,gurugram, Praveer Kumar,Seed/ Angel Funding,1.53,7,2018
310,2018-07-12,19th_mile,it,Artificial intelligence-based sales acceleration software platform,gurugram, Prashant Gupta and Others,Seed/ Angel Funding,1.53,7,2018
311,2018-07-12,5th_vital,healthcare,Home diagnostics services provider,bengaluru,Brand Capital and Others,Seed/ Angel Funding,4.25,7,2018
312,2018-07-13,mengage,healthcare,A Doctor-Patient Engagement Platform,jaipur,Siddharth Agarwal,Seed/ Angel Funding,1.4875,7,2018
313,2018-07-13,mengage,healthcare,A Doctor-Patient Engagement Platform,jaipur, Mahavir Sharma,Seed/ Angel Funding,1.4875,7,2018
314,2018-07-13,mengage,healthcare,A Doctor-Patient Engagement Platform,jaipur, Amit Singal,Seed/ Angel Funding,1.4875,7,2018
315,2018-07-13,mengage,healthcare,A Doctor-Patient Engagement Platform,jaipur, 100 Co-founders Lab and others.,Seed/ Angel Funding,1.4875,7,2018
316,2018-07-17,ofbusiness,finance,Online Lending Platform For SME,gurugram,Creation Investments,Private Equity,246.5,7,2018
317,2018-07-17,ofbusiness,finance,Online Lending Platform For SME,gurugram, Falcon Edge,Private Equity,246.5,7,2018
318,2018-07-17,ofbusiness,finance,Online Lending Platform For SME,gurugram, Matrix Partners India and Zodius Capital,Private Equity,246.5,7,2018
319,2018-07-17,cars24,consumer_internet,Online Used Car Marketplace,gurugram,Kingsway FCI Fund,Private Equity,422.45,7,2018
320,2018-07-17,cars24,consumer_internet,Online Used Car Marketplace,gurugram, KCK Global & Others,Private Equity,422.45,7,2018
321,2018-07-18,the_ken,consumer_internet,Subscription-Only News Website,bengaluru,Omidyar Network & Others,Seed/ Angel Funding,12.75,7,2018
322,2018-07-19,book_my_show,consumer_internet,Online Ticketing Platform,mumbai,TPG Growth,Private Equity,850.0,7,2018
323,2018-07-19,book_my_show,consumer_internet,Online Ticketing Platform,mumbai, The Rise Fund & Others,Private Equity,850.0,7,2018
324,2018-07-20,housingman,consumer_internet,Property Discovery Platform,bengaluru,Undisclosed,Seed/ Angel Funding,12.75,7,2018
325,2018-07-21,paysense,consumer_internet,Online Consumer Lending Platform,mumbai,PayU & Others,Private Equity,153.0,7,2018
326,2018-07-23,yulu_bikes,technology,Bicycle-Sharing Platform,bengaluru,Undisclosed,Seed/ Angel Funding,0.0,7,2018
327,2018-07-23,vtion,technology,Media Analytics,gurugram,AngelList,Seed/ Angel Funding,2.38,7,2018
328,2018-07-23,vtion,technology,Media Analytics,gurugram, Rahul Khanna,Seed/ Angel Funding,2.38,7,2018
329,2018-07-23,vtion,technology,Media Analytics,gurugram, Rajeev Arora and Ram Ramsundar.,Seed/ Angel Funding,2.38,7,2018
330,2018-07-23,log9_materials,technology,Nanotechnology Company Specializing In Graphene,bengaluru,Metaform Ventures,Seed/ Angel Funding,3.706,7,2018
331,2018-07-23,log9_materials,technology,Nanotechnology Company Specializing In Graphene,bengaluru, Hemant Luthra,Seed/ Angel Funding,3.706,7,2018
332,2018-07-23,log9_materials,technology,Nanotechnology Company Specializing In Graphene,bengaluru, Micro venture capital firm GEMS Partners and Others,Seed/ Angel Funding,3.706,7,2018
333,2018-07-24,kidovators,ed_tech,Skill Learning Platform,bengaluru,Gray Matters,Seed/ Angel Funding,1.53,7,2018
334,2018-07-24,digit,consumer_internet,Online Insurance Startup,pune,Fairfax,Private Equity,382.5,7,2018
335,2018-07-25,black_soil,finance,Non-Banking Financial Company,mumbai,Allcargo Logistics,Private Equity,144.5,7,2018
336,2018-07-25,black_soil,finance,Non-Banking Financial Company,mumbai, Navneet Education and Mahavir Agency,Private Equity,144.5,7,2018
337,2018-07-25,trell,consumer_internet,Mobile-First Video Blogging App,bengaluru,BeeNext ,Seed/ Angel Funding,10.625,7,2018
338,2018-07-25,trell,consumer_internet,Mobile-First Video Blogging App,bengaluru, WEH Ventures and Sprout Ventures,Seed/ Angel Funding,10.625,7,2018
339,2018-07-25,iqlect,technology,Data Analytics Firm,bengaluru,Ventureast and Exfinity,Seed/ Angel Funding,21.25,7,2018
340,2018-07-26,entropik,it,Software-As-A-Service Platform,bengaluru,Bharat Innovation,Seed/ Angel Funding,9.35,7,2018
341,2018-07-26,entropik,it,Software-As-A-Service Platform,bengaluru, IDFC-Parampara Capital,Seed/ Angel Funding,9.35,7,2018
342,2018-07-26,entropik,it,Software-As-A-Service Platform,bengaluru, Arthavida Ventures,Seed/ Angel Funding,9.35,7,2018
343,2018-07-26,entropik,it,Software-As-A-Service Platform,bengaluru, Jitendra Gupta & Others,Seed/ Angel Funding,9.35,7,2018
344,2018-07-26,bitla_software,technology,Travel-Focused Tech Startup,bengaluru,MakeMyTrip,Private Equity,0.0,7,2018
345,2018-07-26,thecapitalnet,fin_tech,Unified Global Investments Ecosystem,hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,4.25,7,2018
346,2018-07-30,shuttl,consumer_internet,Bus Aggregation Platform,gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,93.5,7,2018
347,2018-07-30,cure_fit,consumer_internet,Health and fitness Platform,bengaluru,IDG Ventures,Private Equity,1020.0,7,2018
348,2018-07-30,cure_fit,consumer_internet,Health and fitness Platform,bengaluru, Accel Partners,Private Equity,1020.0,7,2018
349,2018-07-30,cure_fit,consumer_internet,Health and fitness Platform,bengaluru, Kalaari Capital and Others,Private Equity,1020.0,7,2018
350,2018-07-31,five_star_group,fin_tech,Non-Bank Lending Platform For SME,chennai,TPG,Private Equity,850.0,7,2018
351,2018-07-31,five_star_group,fin_tech,Non-Bank Lending Platform For SME,chennai, Norwest Venture Partners,Private Equity,850.0,7,2018
352,2018-07-31,five_star_group,fin_tech,Non-Bank Lending Platform For SME,chennai, Sequoia Capital & Matrix Partners,Private Equity,850.0,7,2018
353,2018-07-31,healthsignz,healthcare,Health and Well being Platform,hyderabad,Kantilal Patel,Seed/ Angel Funding,42.5,7,2018
354,2018-06-01,cointribe,finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,gurugram,Sabre Partners,Private Equity,85.0,6,2018
355,2018-06-01,cointribe,finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,gurugram, Puneet Dalmia & Others,Private Equity,85.0,6,2018
356,2018-06-04,digiconectt,technology,Sales Analytics and Enablement Platform,bengaluru,Aspire Logistics LLC,Seed/ Angel Funding,1.0625,6,2018
357,2018-06-04,kashmir_box,e_commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",srinagar,Bhairavi Jani,Seed/ Angel Funding,0.0,6,2018
358,2018-06-04,kashmir_box,e_commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",srinagar, Alok Divatia,Seed/ Angel Funding,0.0,6,2018
359,2018-06-04,kashmir_box,e_commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",srinagar, Namrata Kaul,Seed/ Angel Funding,0.0,6,2018
360,2018-06-04,kashmir_box,e_commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",srinagar, Sohail Hashemi,Seed/ Angel Funding,0.0,6,2018
361,2018-06-04,kashmir_box,e_commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",srinagar, Aijaz Saleem,Seed/ Angel Funding,0.0,6,2018
362,2018-06-05,crowdera,finance,Online Crowdfunding Platform,nagpur,Anil Advani,Seed/ Angel Funding,0.0,6,2018
363,2018-06-05,crowdera,finance,Online Crowdfunding Platform,nagpur, Pramod Jain,Seed/ Angel Funding,0.0,6,2018
364,2018-06-05,crowdera,finance,Online Crowdfunding Platform,nagpur, Amrendra Reddy and Manish Satnaliwala.,Seed/ Angel Funding,0.0,6,2018
365,2018-06-05,zoctr,healthcare,Online Healthcare Aggregator,mumbai,NB Ventures and Others,Seed/ Angel Funding,0.0,6,2018
366,2018-06-07,annapurna_finance,finance,Non-Banking Financial Company,bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,195.5,6,2018
367,2018-06-07,meesho,consumer_internet,Online Marketplace For Resellers,bengaluru,Sequoia Capital India,Private Equity,97.75,6,2018
